日付,カテゴリ,売上金額,注文件数,客単価
2024-03-03,家電,133250,22,6056
2024-03-03,美容・コスメ,98462,20,4923
2024-03-03,日用品,64974,13,4998
2024-03-04,ファッション,154095,23,6699
2024-03-04,食品,106298,32,3321
2024-03-04,家電,99635,16,6227
2024-03-04,美容・コスメ,98463,16,6153
2024-03-04,日用品,58429,8,7303
2024-03-05,ファッション,197869,58,3411
2024-03-05,食品,133888,17,7875
2024-03-05,家電,90590,20,4529
2024-03-05,美容・コスメ,63279,16,3954
2024-03-05,日用品,61802,10,6180
2024-03-06,ファッション,144584,18,8032
2024-03-06,食品,148516,25,5940
2024-03-06,家電,115636,34,3401
2024-03-06,美容・コスメ,79381,12,6615
2024-03-06,日用品,77099,11,7009
2024-03-07,ファッション,167357,21,7969
2024-03-07,食品,99769,13,7674
2024-03-07,家電,123895,31,3996
2024-03-07,美容・コスメ,91225,28,3258
2024-03-07,日用品,60745,10,6074
2024-03-08,ファッション,202548,26,7790
2024-03-08,食品,142111,26,5465
2024-03-08,家電,114548,14,8182
2024-03-08,美容・コスメ,57415,7,8202
2024-03-08,日用品,48408,6,8068
2024-03-09,ファッション,218057,59,3695
2024-03-09,食品,161397,25,6455
2024-03-09,家電,116609,35,3331
2024-03-09,美容・コスメ,110895,14,7921
2024-03-09,日用品,77853,19,4097
2024-03-10,ファッション,242506,74,3277
2024-03-10,食品,199637,27,7393
2024-03-10,家電,132210,27,4896
2024-03-10,美容・コスメ,123473,21,5879
2024-03-10,日用品,100092,16,6255
2024-03-11,ファッション,226168,37,6112
2024-03-11,食品,122164,15,8144
2024-03-11,家電,98982,16,6186
2024-03-11,美容・コスメ,66999,10,6699
2024-03-11,日用品,67166,17,3950
2024-03-12,ファッション,142147,23,6180
2024-03-12,食品,149178,26,5737
2024-03-12,家電,80763,12,6730
2024-03-12,美容・コスメ,60219,11,5474
2024-03-12,日用品,51392,13,3953
2024-03-13,ファッション,158689,32,4959
2024-03-13,食品,94112,18,5228
2024-03-13,家電,97278,17,5722
2024-03-13,美容・コスメ,74838,10,7483
2024-03-13,日用品,50695,9,5632
2024-03-14,ファッション,142431,42,3391
2024-03-14,食品,134508,23,5848
2024-03-14,家電,118510,20,5925
2024-03-14,美容・コスメ,102707,31,3313
2024-03-14,日用品,48867,15,3257
2024-03-15,ファッション,156717,27,5804
2024-03-15,食品,140049,43,3256
2024-03-15,家電,122448,16,7653
2024-03-15,美容・コスメ,70676,20,3533
2024-03-15,日用品,51644,14,3688
2024-03-16,ファッション,194390,34,5717
2024-03-16,食品,141906,29,4893
2024-03-16,家電,162463,25,6498
2024-03-16,美容・コスメ,132841,35,3795
2024-03-16,日用品,77799,13,5984
2024-03-17,ファッション,187379,62,3022
2024-03-17,食品,184562,29,6364
2024-03-17,家電,118858,21,5659
2024-03-17,美容・コスメ,99340,31,3204
2024-03-17,日用品,75450,19,3971
2024-03-18,ファッション,146649,18,8147
2024-03-18,食品,136478,20,6823
2024-03-18,家電,85898,17,5052
2024-03-18,美容・コスメ,67793,19,3568
2024-03-18,日用品,51997,7,7428
2024-03-19,ファッション,213781,37,5777
2024-03-19,食品,126874,16,7929
2024-03-19,家電,71835,16,4489
2024-03-19,美容・コスメ,73251,10,7325
2024-03-19,日用品,83430,19,4391
2024-03-20,ファッション,236589,33,7169
2024-03-20,食品,107521,21,5120
2024-03-20,家電,91364,11,8305
2024-03-20,美容・コスメ,65087,9,7231
2024-03-20,日用品,57993,8,7249
2024-03-21,ファッション,183927,31,5933
2024-03-21,食品,154504,22,7022
2024-03-21,家電,117837,35,3366
2024-03-21,美容・コスメ,89776,24,3740
2024-03-21,日用品,61147,10,6114
2024-03-22,ファッション,181925,32,5685
2024-03-22,食品,167171,45,3714
2024-03-22,家電,106769,21,5084
2024-03-22,美容・コスメ,62774,16,3923
2024-03-22,日用品,81759,11,7432
2024-03-23,ファッション,312499,39,8012
2024-03-23,食品,138136,28,4933
2024-03-23,家電,138330,25,5533
2024-03-23,美容・コスメ,99525,20,4976
2024-03-23,日用品,88430,15,5895
2024-03-24,ファッション,200143,37,5409
2024-03-24,食品,172811,29,5959
2024-03-24,家電,103737,15,6915
2024-03-24,美容・コスメ,74837,15,4989
2024-03-24,日用品,97795,16,6112
2024-03-25,ファッション,165513,25,6620
2024-03-25,食品,134007,19,7053
2024-03-25,家電,110222,18,6123
2024-03-25,美容・コスメ,79928,21,3806
2024-03-25,日用品,55177,10,5517
2024-03-26,ファッション,204710,36,5686
2024-03-26,食品,112430,37,3038
2024-03-26,家電,96382,21,4589
2024-03-26,美容・コスメ,91831,29,3166
2024-03-26,日用品,67677,8,8459
2024-03-27,ファッション,155457,29,5360
2024-03-27,食品,97225,15,6481
2024-03-27,家電,99528,19,5238
2024-03-27,美容・コスメ,81532,10,8153
2024-03-27,日用品,52664,16,3291
2024-03-28,ファッション,235124,39,6028
2024-03-28,食品,158990,26,6115
2024-03-28,家電,114576,22,5208
2024-03-28,美容・コスメ,92568,12,7714
2024-03-28,日用品,67186,17,3952
2024-03-29,ファッション,166399,41,4058
2024-03-29,食品,109237,24,4551
2024-03-29,家電,99795,16,6237
2024-03-29,美容・コスメ,76949,12,6412
2024-03-29,日用品,48232,14,3445
2024-03-30,ファッション,201706,36,5602
2024-03-30,食品,138706,31,4474
2024-03-30,家電,118068,16,7379
2024-03-30,美容・コスメ,74125,11,6738
2024-03-30,日用品,92203,13,7092
2024-03-31,ファッション,316374,102,3101
2024-03-31,食品,132657,17,7803
2024-03-31,家電,122454,21,5831
2024-03-31,美容・コスメ,114886,17,6758
2024-03-31,日用品,105407,13,8108
2024-04-01,ファッション,156229,35,4463
2024-04-01,食品,112962,34,3322
2024-04-01,家電,57866,7,8266
2024-04-01,美容・コスメ,49088,11,4462
2024-04-01,日用品,36012,4,9003
2024-04-02,ファッション,138004,21,6571
2024-04-02,食品,77596,11,7054
2024-04-02,家電,79764,17,4692
2024-04-02,美容・コスメ,54418,13,4186
2024-04-02,日用品,59153,9,6572
2024-04-03,ファッション,173980,38,4578
2024-04-03,食品,107560,15,7170
2024-04-03,家電,76934,9,8548
2024-04-03,美容・コスメ,53827,14,3844
2024-04-03,日用品,50739,7,7248
2024-04-04,ファッション,144215,35,4120
2024-04-04,食品,92245,20,4612
2024-04-04,家電,65997,10,6599
2024-04-04,美容・コスメ,65959,15,4397
2024-04-04,日用品,43386,9,4820
2024-04-05,ファッション,113046,16,7065
2024-04-05,食品,114590,23,4982
2024-04-05,家電,79402,10,7940
2024-04-05,美容・コスメ,69441,17,4084
2024-04-05,日用品,58593,11,5326
2024-04-06,ファッション,162095,48,3376
2024-04-06,食品,118607,33,3594
2024-04-06,家電,76166,16,4760
2024-04-06,美容・コスメ,88600,12,7383
2024-04-06,日用品,52712,7,7530
2024-04-07,ファッション,217852,31,7027
2024-04-07,食品,94246,14,6731
2024-04-07,家電,113651,17,6685
2024-04-07,美容・コスメ,67198,12,5599
2024-04-07,日用品,65028,11,5911
2024-04-08,ファッション,106532,23,4631
2024-04-08,食品,108692,14,7763
2024-04-08,家電,53984,6,8997
2024-04-08,美容・コスメ,51594,8,6449
2024-04-08,日用品,52950,7,7564
2024-04-09,ファッション,174908,38,4602
2024-04-09,食品,111789,30,3726
2024-04-09,家電,77488,11,7044
2024-04-09,美容・コスメ,63631,14,4545
2024-04-09,日用品,56295,14,4021
2024-04-10,ファッション,101040,15,6736
2024-04-10,食品,90646,12,7553
2024-04-10,家電,64172,16,4010
2024-04-10,美容・コスメ,69107,12,5758
2024-04-10,日用品,37421,5,7484
2024-04-11,ファッション,138920,23,6040
2024-04-11,食品,89841,12,7486
2024-04-11,家電,82643,12,6886
2024-04-11,美容・コスメ,43886,6,7314
2024-04-11,日用品,50719,7,7245
2024-04-12,ファッション,126654,17,7450
2024-04-12,食品,104440,29,3601
2024-04-12,家電,65182,8,8147
2024-04-12,美容・コスメ,41878,5,8375
2024-04-12,日用品,50944,8,6368
2024-04-13,ファッション,154702,36,4297
2024-04-13,食品,151322,33,4585
2024-04-13,家電,104527,21,4977
2024-04-13,美容・コスメ,58570,19,3082
2024-04-13,日用品,61387,7,8769
2024-04-14,ファッション,165313,34,4862
2024-04-14,食品,108412,19,5705
2024-04-14,家電,86506,11,7864
2024-04-14,美容・コスメ,74997,13,5769
2024-04-14,日用品,46824,5,9364
2024-04-15,ファッション,117297,34,3449
2024-04-15,食品,101005,16,6312
2024-04-15,家電,65487,12,5457
2024-04-15,美容・コスメ,67334,16,4208
2024-04-15,日用品,54838,8,6854
2024-04-16,ファッション,131290,24,5470
2024-04-16,食品,78566,11,7142
2024-04-16,家電,69533,15,4635
2024-04-16,美容・コスメ,60813,7,8687
2024-04-16,日用品,44213,5,8842
2024-04-17,ファッション,125167,38,3293
2024-04-17,食品,75674,14,5405
2024-04-17,家電,57392,19,3020
2024-04-17,美容・コスメ,71817,9,7979
2024-04-17,日用品,52687,13,4052
2024-04-18,ファッション,106566,31,3437
2024-04-18,食品,104366,13,8028
2024-04-18,家電,66124,18,3673
2024-04-18,美容・コスメ,57927,12,4827
2024-04-18,日用品,42545,6,7090
2024-04-19,ファッション,156109,43,3630
2024-04-19,食品,66364,8,8295
2024-04-19,家電,57934,17,3407
2024-04-19,美容・コスメ,46800,14,3342
2024-04-19,日用品,43013,6,7168
2024-04-20,ファッション,162311,31,5235
2024-04-20,食品,132200,23,5747
2024-04-20,家電,109153,14,7796
2024-04-20,美容・コスメ,52769,7,7538
2024-04-20,日用品,58391,7,8341
2024-04-21,ファッション,177595,22,8072
2024-04-21,食品,137867,32,4308
2024-04-21,家電,91766,11,8342
2024-04-21,美容・コスメ,90785,26,3491
2024-04-21,日用品,67204,14,4800
2024-04-22,ファッション,97178,19,5114
2024-04-22,食品,77358,10,7735
2024-04-22,家電,62265,8,7783
2024-04-22,美容・コスメ,40270,8,5033
2024-04-22,日用品,38856,9,4317
2024-04-23,ファッション,102245,25,4089
2024-04-23,食品,95066,21,4526
2024-04-23,家電,65580,13,5044
2024-04-23,美容・コスメ,70468,9,7829
2024-04-23,日用品,45805,9,5089
2024-04-24,ファッション,105443,13,8111
2024-04-24,食品,67724,15,4514
2024-04-24,家電,60639,13,4664
2024-04-24,美容・コスメ,45917,6,7652
2024-04-24,日用品,35580,5,7116
2024-04-25,ファッション,106854,31,3446
2024-04-25,食品,114600,29,3951
2024-04-25,家電,82299,14,5878
2024-04-25,美容・コスメ,42936,5,8587
2024-04-25,日用品,39016,5,7803
2024-04-26,ファッション,110577,15,7371
2024-04-26,食品,65130,11,5920
2024-04-26,家電,80154,10,8015
2024-04-26,美容・コスメ,71617,10,7161
2024-04-26,日用品,56714,14,4051
2024-04-27,ファッション,156169,35,4461
2024-04-27,食品,110777,22,5035
2024-04-27,家電,92097,24,3837
2024-04-27,美容・コスメ,83327,21,3967
2024-04-27,日用品,52993,9,5888
2024-04-28,ファッション,211308,31,6816
2024-04-28,食品,130043,34,3824
2024-04-28,家電,92231,26,3547
2024-04-28,美容・コスメ,69249,13,5326
2024-04-28,日用品,43288,9,4809
2024-04-29,ファッション,175727,22,7987
2024-04-29,食品,83848,26,3224
2024-04-29,家電,55714,11,5064
2024-04-29,美容・コスメ,72948,19,3839
2024-04-29,日用品,53273,15,3551
2024-04-30,ファッション,177848,36,4940
2024-04-30,食品,107192,22,4872
2024-04-30,家電,74285,18,4126
2024-04-30,美容・コスメ,45287,5,9057
2024-04-30,日用品,57527,7,8218
2024-05-01,ファッション,148385,21,7065
2024-05-01,食品,68210,14,4872
2024-05-01,家電,61287,9,6809
2024-05-01,美容・コスメ,52530,14,3752
2024-05-01,日用品,48662,6,8110
2024-05-02,ファッション,128239,35,3663
2024-05-02,食品,75257,17,4426
2024-05-02,家電,60715,9,6746
2024-05-02,美容・コスメ,60982,9,6775
2024-05-02,日用品,42205,5,8441
2024-05-03,ファッション,113498,21,5404
2024-05-03,食品,108611,27,4022
2024-05-03,家電,52848,7,7549
2024-05-03,美容・コスメ,52081,8,6510
2024-05-03,日用品,32899,5,6579
2024-05-04,ファッション,159605,48,3325
2024-05-04,食品,127480,30,4249
2024-05-04,家電,83607,24,3483
2024-05-04,美容・コスメ,58925,13,4532
2024-05-04,日用品,45080,5,9016
2024-05-05,ファッション,126230,23,5488
2024-05-05,食品,92564,20,4628
2024-05-05,家電,112630,29,3883
2024-05-05,美容・コスメ,95642,23,4158
2024-05-05,日用品,68467,11,6224
2024-05-06,ファッション,169834,29,5856
2024-05-06,食品,93907,23,4082
2024-05-06,家電,55181,7,7883
2024-05-06,美容・コスメ,51560,10,5156
2024-05-06,日用品,53171,11,4833
2024-05-07,ファッション,175430,26,6747
2024-05-07,食品,97378,13,7490
2024-05-07,家電,50353,11,4577
2024-05-07,美容・コスメ,56293,13,4330
2024-05-07,日用品,52731,6,8788
2024-05-08,ファッション,131688,27,4877
2024-05-08,食品,117477,22,5339
2024-05-08,家電,68546,14,4896
2024-05-08,美容・コスメ,71629,12,5969
2024-05-08,日用品,53236,7,7605
2024-05-09,ファッション,124905,24,5204
2024-05-09,食品,111235,23,4836
2024-05-09,家電,81168,10,8116
2024-05-09,美容・コスメ,61750,9,6861
2024-05-09,日用品,54420,7,7774
2024-05-10,ファッション,129310,39,3315
2024-05-10,食品,86583,13,6660
2024-05-10,家電,66944,9,7438
2024-05-10,美容・コスメ,52565,8,6570
2024-05-10,日用品,37345,5,7469
2024-05-11,ファッション,184318,45,4095
2024-05-11,食品,104667,15,6977
2024-05-11,家電,88763,21,4226
2024-05-11,美容・コスメ,95707,14,6836
2024-05-11,日用品,76201,14,5442
2024-05-12,ファッション,176719,23,7683
2024-05-12,食品,121397,18,6744
2024-05-12,家電,76361,14,5454
2024-05-12,美容・コスメ,57861,14,4132
2024-05-12,日用品,41893,13,3222
2024-05-13,ファッション,177519,42,4226
2024-05-13,食品,101014,14,7215
2024-05-13,家電,71097,18,3949
2024-05-13,美容・コスメ,65370,10,6537
2024-05-13,日用品,52382,7,7483
2024-05-14,ファッション,177363,30,5912
2024-05-14,食品,83258,13,6404
2024-05-14,家電,51133,6,8522
2024-05-14,美容・コスメ,44368,9,4929
2024-05-14,日用品,54714,9,6079
2024-05-15,ファッション,129193,24,5383
2024-05-15,食品,111571,23,4850
2024-05-15,家電,84303,24,3512
2024-05-15,美容・コスメ,67049,9,7449
2024-05-15,日用品,37218,7,5316
2024-05-16,ファッション,110303,16,6893
2024-05-16,食品,93951,15,6263
2024-05-16,家電,56434,13,4341
2024-05-16,美容・コスメ,41681,9,4631
2024-05-16,日用品,47648,6,7941
2024-05-17,ファッション,151821,29,5235
2024-05-17,食品,117012,17,6883
2024-05-17,家電,86808,15,5787
2024-05-17,美容・コスメ,49182,15,3278
2024-05-17,日用品,52239,14,3731
2024-05-18,ファッション,158170,27,5858
2024-05-18,食品,124222,20,6211
2024-05-18,家電,71737,14,5124
2024-05-18,美容・コスメ,80006,10,8000
2024-05-18,日用品,67967,8,8495
2024-05-19,ファッション,207624,34,6106
2024-05-19,食品,97499,15,6499
2024-05-19,家電,96340,16,6021
2024-05-19,美容・コスメ,74291,13,5714
2024-05-19,日用品,53859,9,5984
2024-05-20,ファッション,112957,16,7059
2024-05-20,食品,74654,21,3554
2024-05-20,家電,66360,10,6636
2024-05-20,美容・コスメ,55351,12,4612
2024-05-20,日用品,47605,10,4760
2024-05-21,ファッション,173841,22,7901
2024-05-21,食品,92130,19,4848
2024-05-21,家電,78817,24,3284
2024-05-21,美容・コスメ,56629,12,4719
2024-05-21,日用品,57606,18,3200
2024-05-22,ファッション,142373,21,6779
2024-05-22,食品,91172,26,3506
2024-05-22,家電,88559,15,5903
2024-05-22,美容・コスメ,61439,14,4388
2024-05-22,日用品,45544,8,5693
2024-05-23,ファッション,102801,29,3544
2024-05-23,食品,110628,26,4254
2024-05-23,家電,56371,10,5637
2024-05-23,美容・コスメ,66771,20,3338
2024-05-23,日用品,48119,13,3701
2024-05-24,ファッション,99618,30,3320
2024-05-24,食品,110445,30,3681
2024-05-24,家電,50169,9,5574
2024-05-24,美容・コスメ,69367,16,4335
2024-05-24,日用品,43839,13,3372
2024-05-25,ファッション,173918,29,5997
2024-05-25,食品,124688,26,4795
2024-05-25,家電,79771,22,3625
2024-05-25,美容・コスメ,68775,19,3619
2024-05-25,日用品,69365,8,8670
2024-05-26,ファッション,229998,31,7419
2024-05-26,食品,126832,19,6675
2024-05-26,家電,78139,12,6511
2024-05-26,美容・コスメ,72760,13,5596
2024-05-26,日用品,69049,15,4603
2024-05-27,ファッション,122933,16,7683
2024-05-27,食品,67503,12,5625
2024-05-27,家電,86089,14,6149
2024-05-27,美容・コスメ,59101,13,4546
2024-05-27,日用品,41674,5,8334
2024-05-28,ファッション,142903,25,5716
2024-05-28,食品,69896,22,3177
2024-05-28,家電,88196,18,4899
2024-05-28,美容・コスメ,61060,17,3591
2024-05-28,日用品,51053,6,8508
2024-05-29,ファッション,144265,39,3699
2024-05-29,食品,96511,14,6893
2024-05-29,家電,65125,8,8140
2024-05-29,美容・コスメ,62629,8,7828
2024-05-29,日用品,49408,13,3800
2024-05-30,ファッション,122242,30,4074
2024-05-30,食品,114567,16,7160
2024-05-30,家電,76302,16,4768
2024-05-30,美容・コスメ,46599,6,7766
2024-05-30,日用品,45286,10,4528
2024-05-31,ファッション,147656,46,3209
2024-05-31,食品,82404,15,5493
2024-05-31,家電,54425,6,9070
2024-05-31,美容・コスメ,47463,12,3955
2024-05-31,日用品,37817,5,7563
2024-06-01,ファッション,171381,29,5909
2024-06-01,食品,85227,26,3277
2024-06-01,家電,86784,12,7232
2024-06-01,美容・コスメ,92027,26,3539
2024-06-01,日用品,61176,8,7647
2024-06-02,ファッション,167341,23,7275
2024-06-02,食品,93314,12,7776
2024-06-02,家電,103231,13,7940
2024-06-02,美容・コスメ,82671,17,4863
2024-06-02,日用品,75521,17,4442
2024-06-03,ファッション,124103,19,6531
2024-06-03,食品,106645,13,8203
2024-06-03,家電,56778,8,7097
2024-06-03,美容・コスメ,65729,19,3459
2024-06-03,日用品,42887,9,4765
2024-06-04,ファッション,121811,15,8120
2024-06-04,食品,99881,15,6658
2024-06-04,家電,88731,18,4929
2024-06-04,美容・コスメ,67913,13,5224
2024-06-04,日用品,56199,14,4014
2024-06-05,ファッション,175068,42,4168
2024-06-05,食品,82407,12,6867
2024-06-05,家電,64601,10,6460
2024-06-05,美容・コスメ,55587,8,6948
2024-06-05,日用品,38501,11,3500
2024-06-06,ファッション,121434,22,5519
2024-06-06,食品,73674,15,4911
2024-06-06,家電,64859,19,3413
2024-06-06,美容・コスメ,60374,8,7546
2024-06-06,日用品,36388,6,6064
2024-06-07,ファッション,151640,29,5228
2024-06-07,食品,103100,20,5155
2024-06-07,家電,69191,22,3145
2024-06-07,美容・コスメ,64114,10,6411
2024-06-07,日用品,33259,6,5543
2024-06-08,ファッション,230962,45,5132
2024-06-08,食品,119739,15,7982
2024-06-08,家電,101393,17,5964
2024-06-08,美容・コスメ,88106,12,7342
2024-06-08,日用品,58253,10,5825
2024-06-09,ファッション,167134,21,7958
2024-06-09,食品,133748,39,3429
2024-06-09,家電,109234,20,5461
2024-06-09,美容・コスメ,55408,9,6156
2024-06-09,日用品,56827,7,8118
2024-06-10,ファッション,113490,15,7566
2024-06-10,食品,95184,29,3282
2024-06-10,家電,88534,15,5902
2024-06-10,美容・コスメ,50285,9,5587
2024-06-10,日用品,55876,12,4656
2024-06-11,ファッション,112553,30,3751
2024-06-11,食品,80841,11,7349
2024-06-11,家電,67825,16,4239
2024-06-11,美容・コスメ,45983,9,5109
2024-06-11,日用品,58141,12,4845
2024-06-12,ファッション,178416,32,5575
2024-06-12,食品,74289,9,8254
2024-06-12,家電,67358,10,6735
2024-06-12,美容・コスメ,74188,22,3372
2024-06-12,日用品,34868,5,6973
2024-06-13,ファッション,119935,30,3997
2024-06-13,食品,66572,21,3170
2024-06-13,家電,80363,21,3826
2024-06-13,美容・コスメ,56386,9,6265
2024-06-13,日用品,44022,14,3144
2024-06-14,ファッション,161473,52,3105
2024-06-14,食品,106456,14,7604
2024-06-14,家電,66219,11,6019
2024-06-14,美容・コスメ,56705,11,5155
2024-06-14,日用品,56692,7,8098
2024-06-15,ファッション,161727,26,6220
2024-06-15,食品,150234,19,7907
2024-06-15,家電,90182,17,5304
2024-06-15,美容・コスメ,64824,8,8103
2024-06-15,日用品,46984,7,6712
2024-06-16,ファッション,155993,35,4456
2024-06-16,食品,112780,14,8055
2024-06-16,家電,65748,11,5977
2024-06-16,美容・コスメ,56028,14,4002
2024-06-16,日用品,57631,10,5763
2024-06-17,ファッション,118028,25,4721
2024-06-17,食品,69200,15,4613
2024-06-17,家電,88315,11,8028
2024-06-17,美容・コスメ,51803,8,6475
2024-06-17,日用品,57304,18,3183
2024-06-18,ファッション,163724,21,7796
2024-06-18,食品,69441,18,3857
2024-06-18,家電,88074,15,5871
2024-06-18,美容・コスメ,40739,9,4526
2024-06-18,日用品,44618,6,7436
2024-06-19,ファッション,157305,19,8279
2024-06-19,食品,80270,14,5733
2024-06-19,家電,70379,13,5413
2024-06-19,美容・コスメ,46086,5,9217
2024-06-19,日用品,55751,10,5575
2024-06-20,ファッション,146548,35,4187
2024-06-20,食品,94417,14,6744
2024-06-20,家電,69627,8,8703
2024-06-20,美容・コスメ,61341,12,5111
2024-06-20,日用品,53511,13,4116
2024-06-21,ファッション,128437,27,4756
2024-06-21,食品,88235,12,7352
2024-06-21,家電,68344,9,7593
2024-06-21,美容・コスメ,60138,12,5011
2024-06-21,日用品,54555,13,4196
2024-06-22,ファッション,149732,27,5545
2024-06-22,食品,102438,33,3104
2024-06-22,家電,97681,17,5745
2024-06-22,美容・コスメ,72306,9,8034
2024-06-22,日用品,62354,8,7794
2024-06-23,ファッション,140590,24,5857
2024-06-23,食品,146006,24,6083
2024-06-23,家電,101433,20,5071
2024-06-23,美容・コスメ,56471,10,5647
2024-06-23,日用品,56013,7,8001
2024-06-24,ファッション,116802,14,8343
2024-06-24,食品,117289,27,4344
2024-06-24,家電,62709,8,7838
2024-06-24,美容・コスメ,73598,14,5257
2024-06-24,日用品,41059,7,5865
2024-06-25,ファッション,153547,35,4387
2024-06-25,食品,105053,32,3282
2024-06-25,家電,50340,10,5034
2024-06-25,美容・コスメ,52444,11,4767
2024-06-25,日用品,45752,9,5083
2024-06-26,ファッション,112518,24,4688
2024-06-26,食品,118214,23,5139
2024-06-26,家電,66711,11,6064
2024-06-26,美容・コスメ,74175,17,4363
2024-06-26,日用品,51003,7,7286
2024-06-27,ファッション,146886,42,3497
2024-06-27,食品,101763,30,3392
2024-06-27,家電,72980,10,7298
2024-06-27,美容・コスメ,47528,6,7921
2024-06-27,日用品,33037,4,8259
2024-06-28,ファッション,134715,32,4209
2024-06-28,食品,71784,9,7976
2024-06-28,家電,51308,12,4275
2024-06-28,美容・コスメ,52249,8,6531
2024-06-28,日用品,47236,13,3633
2024-06-29,ファッション,156766,37,4236
2024-06-29,食品,99043,19,5212
2024-06-29,家電,100680,24,4195
2024-06-29,美容・コスメ,68770,13,5290
2024-06-29,日用品,76895,9,8543
2024-06-30,ファッション,211706,50,4234
2024-06-30,食品,88602,19,4663
2024-06-30,家電,77148,13,5934
2024-06-30,美容・コスメ,87206,11,7927
2024-06-30,日用品,72173,15,4811
2024-07-01,ファッション,214904,47,4572
2024-07-01,食品,94866,14,6776
2024-07-01,家電,68189,13,5245
2024-07-01,美容・コスメ,72259,11,6569
2024-07-01,日用品,74687,16,4667
2024-07-02,ファッション,229323,51,4496
2024-07-02,食品,124652,18,6925
2024-07-02,家電,107781,13,8290
2024-07-02,美容・コスメ,67225,10,6722
2024-07-02,日用品,68638,9,7626
2024-07-03,ファッション,153365,22,6971
2024-07-03,食品,134075,30,4469
2024-07-03,家電,95118,20,4755
2024-07-03,美容・コスメ,84330,11,7666
2024-07-03,日用品,67077,10,6707
2024-07-04,ファッション,195373,60,3256
2024-07-04,食品,108155,19,5692
2024-07-04,家電,85601,21,4076
2024-07-04,美容・コスメ,80699,17,4747
2024-07-04,日用品,55053,10,5505
2024-07-05,ファッション,150690,19,7931
2024-07-05,食品,157216,24,6550
2024-07-05,家電,73776,10,7377
2024-07-05,美容・コスメ,95374,13,7336
2024-07-05,日用品,49483,7,7069
2024-07-06,ファッション,301541,51,5912
2024-07-06,食品,182148,34,5357
2024-07-06,家電,127743,40,3193
2024-07-06,美容・コスメ,113375,33,3435
2024-07-06,日用品,80455,18,4469
2024-07-07,ファッション,258005,70,3685
2024-07-07,食品,186693,26,7180
2024-07-07,家電,100214,28,3579
2024-07-07,美容・コスメ,82391,11,7490
2024-07-07,日用品,85136,15,5675
2024-07-08,ファッション,147610,23,6417
2024-07-08,食品,157239,22,7147
2024-07-08,家電,103906,30,3463
2024-07-08,美容・コスメ,61778,19,3251
2024-07-08,日用品,55028,14,3930
2024-07-09,ファッション,165384,33,5011
2024-07-09,食品,163033,26,6270
2024-07-09,家電,116015,17,6824
2024-07-09,美容・コスメ,61783,9,6864
2024-07-09,日用品,55709,8,6963
2024-07-10,ファッション,174764,21,8322
2024-07-10,食品,110527,25,4421
2024-07-10,家電,121561,38,3198
2024-07-10,美容・コスメ,90000,13,6923
2024-07-10,日用品,77397,9,8599
2024-07-11,ファッション,248331,74,3355
2024-07-11,食品,153671,24,6402
2024-07-11,家電,105139,28,3754
2024-07-11,美容・コスメ,87754,11,7977
2024-07-11,日用品,80312,15,5354
2024-07-12,ファッション,139870,29,4823
2024-07-12,食品,154023,23,6696
2024-07-12,家電,94243,28,3365
2024-07-12,美容・コスメ,76969,14,5497
2024-07-12,日用品,80959,13,6227
2024-07-13,ファッション,222776,39,5712
2024-07-13,食品,123844,15,8256
2024-07-13,家電,115035,21,5477
2024-07-13,美容・コスメ,95563,14,6825
2024-07-13,日用品,91869,13,7066
2024-07-14,ファッション,216220,47,4600
2024-07-14,食品,129791,20,6489
2024-07-14,家電,90904,15,6060
2024-07-14,美容・コスメ,127863,17,7521
2024-07-14,日用品,81160,15,5410
2024-07-15,ファッション,144162,22,6552
2024-07-15,食品,153626,36,4267
2024-07-15,家電,92038,12,7669
2024-07-15,美容・コスメ,98714,23,4291
2024-07-15,日用品,66354,16,4147
2024-07-16,ファッション,147049,19,7739
2024-07-16,食品,153568,22,6980
2024-07-16,家電,70446,9,7827
2024-07-16,美容・コスメ,77507,16,4844
2024-07-16,日用品,66195,19,3483
2024-07-17,ファッション,222950,37,6025
2024-07-17,食品,104579,26,4022
2024-07-17,家電,78299,23,3404
2024-07-17,美容・コスメ,84740,11,7703
2024-07-17,日用品,45756,14,3268
2024-07-18,ファッション,201635,28,7201
2024-07-18,食品,115410,24,4808
2024-07-18,家電,102184,23,4442
2024-07-18,美容・コスメ,57635,8,7204
2024-07-18,日用品,69255,11,6295
2024-07-19,ファッション,221216,34,6506
2024-07-19,食品,106070,22,4821
2024-07-19,家電,74929,20,3746
2024-07-19,美容・コスメ,89010,12,7417
2024-07-19,日用品,82279,13,6329
2024-07-20,ファッション,203555,57,3571
2024-07-20,食品,198870,33,6026
2024-07-20,家電,134492,19,7078
2024-07-20,美容・コスメ,117413,16,7338
2024-07-20,日用品,61427,9,6825
2024-07-21,ファッション,304032,68,4471
2024-07-21,食品,181549,39,4655
2024-07-21,家電,160087,50,3201
2024-07-21,美容・コスメ,109660,28,3916
2024-07-21,日用品,94380,24,3932
2024-07-22,ファッション,162525,29,5604
2024-07-22,食品,160858,39,4124
2024-07-22,家電,75980,11,6907
2024-07-22,美容・コスメ,80529,10,8052
2024-07-22,日用品,50745,8,6343
2024-07-23,ファッション,162235,42,3862
2024-07-23,食品,142975,23,6216
2024-07-23,家電,111369,24,4640
2024-07-23,美容・コスメ,77987,15,5199
2024-07-23,日用品,83105,18,4616
