日付,SKU,カテゴリ,販売数量,単価,割引率,広告費,プロモーション,曜日,月,売上金額,前週平均販売数量,前月平均販売数量
2025-05-02,SKU048,雑貨,40,3309,0,570,0,Friday,5,132360,56.0,58.1
2025-05-03,SKU048,雑貨,77,3309,0,0,0,Saturday,5,254793,55.1,57.5
2025-05-04,SKU048,雑貨,62,3309,0,375,0,Sunday,5,205158,57.1,58.6
2025-05-05,SKU048,雑貨,37,3309,0,0,0,Monday,5,122433,57.1,58.0
2025-05-06,SKU048,雑貨,36,3309,0,0,0,Tuesday,5,119124,51.7,56.0
2025-05-07,SKU048,雑貨,57,3309,15,2033,0,Wednesday,5,160321,48.3,54.3
2025-05-08,SKU048,雑貨,48,3309,0,1769,0,Thursday,5,158832,49.3,54.2
2025-05-09,SKU048,雑貨,61,3309,30,0,0,Friday,5,141294,51.0,54.0
2025-05-10,SKU048,雑貨,53,3309,0,0,0,Saturday,5,175377,54.0,54.3
2025-05-11,SKU048,雑貨,59,3309,0,1029,0,Sunday,5,195231,50.6,54.5
2025-05-12,SKU048,雑貨,51,3309,0,4745,0,Monday,5,168759,50.1,55.3
2025-05-13,SKU048,雑貨,64,3309,0,537,0,Tuesday,5,211776,52.1,54.9
2025-05-14,SKU048,雑貨,52,3309,0,0,0,Wednesday,5,172068,56.1,54.8
2025-05-15,SKU048,雑貨,64,3309,10,0,0,Thursday,5,190598,55.4,54.7
2025-05-16,SKU048,雑貨,63,3309,0,0,0,Friday,5,208467,57.7,54.8
2025-05-17,SKU048,雑貨,76,3309,0,0,0,Saturday,5,251484,58.0,54.2
2025-05-18,SKU048,雑貨,66,3309,0,0,0,Sunday,5,218394,61.3,55.5
2025-05-19,SKU048,雑貨,59,3309,10,0,0,Monday,5,175707,62.3,56.4
2025-05-20,SKU048,雑貨,51,3309,0,0,0,Tuesday,5,168759,63.4,56.4
2025-05-21,SKU048,雑貨,46,3309,0,1390,0,Wednesday,5,152214,61.6,56.0
2025-05-22,SKU048,雑貨,55,3309,0,1246,0,Thursday,5,181995,60.7,56.2
2025-05-23,SKU048,雑貨,53,3309,0,0,0,Friday,5,175377,59.4,55.4
2025-05-24,SKU048,雑貨,59,3309,0,0,0,Saturday,5,195231,58.0,55.6
2025-05-25,SKU048,雑貨,64,3309,0,0,0,Sunday,5,211776,55.6,56.0
2025-05-26,SKU048,雑貨,45,3309,0,706,0,Monday,5,148905,55.3,56.6
2025-05-27,SKU048,雑貨,52,3309,0,0,0,Tuesday,5,172068,53.3,56.0
2025-05-28,SKU048,雑貨,36,3309,0,0,0,Wednesday,5,119124,53.4,55.7
2025-05-29,SKU048,雑貨,41,3309,15,3478,0,Thursday,5,115318,52.0,54.4
2025-05-30,SKU048,雑貨,46,3309,0,0,0,Friday,5,152214,50.0,53.8
2025-05-31,SKU048,雑貨,71,3309,0,0,0,Saturday,5,234939,49.0,53.6
2025-06-01,SKU048,雑貨,64,3309,0,0,0,Sunday,6,211776,50.7,54.8
2025-06-02,SKU048,雑貨,46,3309,0,0,0,Monday,6,152214,50.7,55.6
2025-06-03,SKU048,雑貨,60,3309,0,0,0,Tuesday,6,198540,50.9,54.6
2025-06-04,SKU048,雑貨,37,3309,0,0,0,Wednesday,6,122433,52.0,54.5
2025-06-05,SKU048,雑貨,51,3309,0,0,0,Thursday,6,168759,52.1,54.5
2025-06-06,SKU048,雑貨,50,3309,0,0,0,Friday,6,165450,53.6,55.0
2025-06-07,SKU048,雑貨,61,3309,0,751,0,Saturday,6,201849,54.1,54.8
2025-06-08,SKU048,雑貨,70,3309,15,0,0,Sunday,6,196885,52.7,55.2
2025-06-09,SKU048,雑貨,82,3309,0,0,1,Monday,6,271338,53.6,55.5
2025-06-10,SKU048,雑貨,40,3309,0,0,0,Tuesday,6,132360,58.7,56.5
2025-06-11,SKU048,雑貨,46,3309,10,336,0,Wednesday,6,136992,55.9,55.8
2025-06-12,SKU048,雑貨,34,3309,0,0,0,Thursday,6,112506,57.1,55.7
2025-06-13,SKU048,雑貨,54,3309,0,788,0,Friday,6,178686,54.7,54.7
2025-06-14,SKU048,雑貨,66,3309,0,25157,0,Saturday,6,218394,55.3,54.7
2025-06-15,SKU048,雑貨,60,3309,0,0,0,Sunday,6,198540,56.0,54.8
2025-06-16,SKU048,雑貨,49,3309,0,0,0,Monday,6,162141,54.6,54.7
2025-06-17,SKU048,雑貨,39,3309,0,0,0,Tuesday,6,129051,49.9,53.8
2025-06-18,SKU048,雑貨,75,3309,0,0,1,Wednesday,6,248175,49.7,52.9
2025-06-19,SKU048,雑貨,57,3309,15,0,0,Thursday,6,160321,53.9,53.4
2025-06-20,SKU048,雑貨,62,3309,30,0,0,Friday,6,143610,57.1,53.6
2025-06-21,SKU048,雑貨,67,3309,0,1466,0,Saturday,6,221703,58.3,54.2
2025-06-22,SKU048,雑貨,50,3309,0,0,0,Sunday,6,165450,58.4,54.6
2025-06-23,SKU048,雑貨,67,3309,0,0,0,Monday,6,221703,57.0,54.5
2025-06-24,SKU048,雑貨,64,3309,0,0,1,Tuesday,6,211776,59.6,54.7
2025-06-25,SKU048,雑貨,80,3309,15,0,1,Wednesday,6,225012,63.1,54.7
2025-06-26,SKU048,雑貨,35,3309,0,4660,0,Thursday,6,115815,63.9,55.9
2025-06-27,SKU048,雑貨,48,3309,0,0,0,Friday,6,158832,60.7,55.3
2025-06-28,SKU048,雑貨,58,3309,0,0,0,Saturday,6,191922,58.7,55.7
2025-06-29,SKU048,雑貨,73,3309,10,5677,0,Sunday,6,217401,57.4,56.3
2025-06-30,SKU048,雑貨,76,3309,0,6533,1,Monday,6,251484,60.7,57.2
2025-07-01,SKU048,雑貨,44,3309,15,0,0,Tuesday,7,123756,62.0,57.4
2025-07-02,SKU048,雑貨,39,3309,0,0,0,Wednesday,7,129051,59.1,56.7
2025-07-03,SKU048,雑貨,61,3309,10,0,0,Thursday,7,181664,53.3,56.5
2025-07-04,SKU048,雑貨,37,3309,0,1027,0,Friday,7,122433,57.0,56.5
2025-07-05,SKU048,雑貨,75,3309,0,0,1,Saturday,7,248175,55.4,56.5
2025-07-06,SKU048,雑貨,91,3309,0,4039,1,Sunday,7,301119,57.9,57.3
2025-07-07,SKU048,雑貨,49,3309,10,0,0,Monday,7,145926,60.4,58.7
2025-07-08,SKU048,雑貨,56,3309,5,0,1,Tuesday,7,176038,56.6,58.3
2025-07-09,SKU048,雑貨,46,3309,0,0,0,Wednesday,7,152214,58.3,57.8
2025-07-10,SKU048,雑貨,50,3309,20,0,0,Thursday,7,132360,59.3,56.6
2025-07-11,SKU048,雑貨,41,3309,0,0,0,Friday,7,135669,57.7,56.9
2025-07-12,SKU048,雑貨,56,3309,0,1086,0,Saturday,7,185304,58.3,56.8
2025-07-13,SKU048,雑貨,52,3309,0,0,0,Sunday,7,172068,55.6,57.5
2025-07-14,SKU048,雑貨,58,3309,10,2972,0,Monday,7,172729,50.0,57.4
2025-07-15,SKU048,雑貨,50,3309,30,201,0,Tuesday,7,115814,51.3,57.2
2025-07-16,SKU048,雑貨,62,3309,0,0,1,Wednesday,7,205158,50.4,56.8
2025-07-17,SKU048,雑貨,49,3309,0,0,0,Thursday,7,162141,52.7,57.3
2025-07-18,SKU048,雑貨,53,3309,15,0,0,Friday,7,149070,52.6,57.6
2025-07-19,SKU048,雑貨,37,3309,0,1943,0,Saturday,7,122433,54.3,56.9
2025-07-20,SKU048,雑貨,56,3309,0,0,0,Sunday,7,185304,51.6,56.2
2025-07-21,SKU048,雑貨,38,3309,10,3423,0,Monday,7,113167,52.1,56.0
2025-07-22,SKU048,雑貨,37,3309,15,0,0,Tuesday,7,104068,49.3,55.0
2025-07-23,SKU048,雑貨,38,3309,0,1891,0,Wednesday,7,125742,47.4,54.6
2025-07-24,SKU048,雑貨,43,3309,0,0,0,Thursday,7,142287,44.0,53.6
2025-07-25,SKU048,雑貨,52,3309,0,0,0,Friday,7,172068,43.1,52.9
2025-07-26,SKU048,雑貨,30,3309,0,0,0,Saturday,7,99270,43.0,52.0
2025-07-27,SKU048,雑貨,84,3309,0,0,1,Sunday,7,277956,42.0,51.8
2025-07-28,SKU048,雑貨,48,3309,0,404,0,Monday,7,158832,46.0,53.0
2025-07-29,SKU048,雑貨,50,3309,0,0,0,Tuesday,7,165450,47.4,52.7
2025-07-30,SKU048,雑貨,32,3309,0,0,0,Wednesday,7,105888,49.3,51.9
2025-07-31,SKU048,雑貨,30,3309,0,1598,0,Thursday,7,99270,48.4,50.5
2025-08-01,SKU048,雑貨,22,3309,0,0,0,Friday,8,72798,46.6,50.0
2025-08-02,SKU048,雑貨,44,3309,0,0,0,Saturday,8,145596,42.3,49.4
2025-08-03,SKU048,雑貨,51,3309,0,335,0,Sunday,8,168759,44.3,48.9
2025-08-04,SKU048,雑貨,40,3309,0,1925,0,Monday,8,132360,39.6,49.3
2025-08-05,SKU048,雑貨,43,3309,0,2467,0,Tuesday,8,142287,38.4,48.2
2025-08-06,SKU048,雑貨,64,3309,0,2843,1,Wednesday,8,211776,37.4,46.6
2025-08-07,SKU048,雑貨,33,3309,0,256,0,Thursday,8,109197,42.0,47.1
2025-08-08,SKU048,雑貨,28,3309,0,0,0,Friday,8,92652,42.4,46.3
2025-08-09,SKU048,雑貨,44,3309,0,0,0,Saturday,8,145596,43.3,45.7
2025-08-10,SKU048,雑貨,36,3309,0,0,0,Sunday,8,119124,43.3,45.5
2025-08-11,SKU048,雑貨,35,3309,0,0,0,Monday,8,115815,41.1,45.3
2025-08-12,SKU048,雑貨,52,3309,0,0,0,Tuesday,8,172068,40.4,44.6
2025-08-13,SKU048,雑貨,38,3309,0,368,0,Wednesday,8,125742,41.7,44.6
2025-08-14,SKU048,雑貨,43,3309,0,0,0,Thursday,8,142287,38.0,44.0
2025-08-15,SKU048,雑貨,35,3309,0,0,0,Friday,8,115815,39.4,43.7
2025-08-16,SKU048,雑貨,40,3309,5,0,0,Saturday,8,125742,40.4,42.8
2025-08-17,SKU048,雑貨,40,3309,0,2616,0,Sunday,8,132360,39.9,42.5
2025-08-18,SKU048,雑貨,41,3309,0,907,0,Monday,8,135669,40.4,42.1
2025-08-19,SKU048,雑貨,50,3309,0,0,0,Tuesday,8,165450,41.3,42.2
2025-08-20,SKU048,雑貨,34,3309,0,0,0,Wednesday,8,112506,41.0,42.0
2025-08-21,SKU048,雑貨,42,3309,0,0,0,Thursday,8,138978,40.4,41.9
2025-08-22,SKU048,雑貨,43,3309,0,4129,0,Friday,8,142287,40.3,42.1
2025-08-23,SKU048,雑貨,49,3309,0,0,0,Saturday,8,162141,41.4,42.2
2025-08-24,SKU048,雑貨,59,3309,0,0,0,Sunday,8,195231,42.7,42.4
2025-08-25,SKU048,雑貨,43,3309,15,0,0,Monday,8,120943,45.4,42.7
2025-08-26,SKU048,雑貨,39,3309,0,1006,0,Tuesday,8,129051,45.7,43.1
2025-08-27,SKU048,雑貨,45,3309,0,1800,0,Wednesday,8,148905,44.1,41.6
2025-08-28,SKU048,雑貨,24,3309,0,0,0,Thursday,8,79416,45.7,41.5
2025-08-29,SKU048,雑貨,57,3309,0,3172,1,Friday,8,188613,43.1,40.6
2025-08-30,SKU048,雑貨,43,3309,0,0,0,Saturday,8,142287,45.1,41.5
2025-08-31,SKU048,雑貨,49,3309,0,0,0,Sunday,8,162141,44.3,41.9
2025-09-01,SKU048,雑貨,45,3309,10,0,0,Monday,9,134014,42.9,42.8
2025-09-02,SKU048,雑貨,26,3309,10,405,0,Tuesday,9,77430,43.1,42.8
2025-09-03,SKU048,雑貨,42,3309,0,8424,0,Wednesday,9,138978,41.3,42.0
2025-09-04,SKU048,雑貨,31,3309,0,1478,0,Thursday,9,102579,40.9,42.1
2025-09-05,SKU048,雑貨,32,3309,0,674,0,Friday,9,105888,41.9,41.7
2025-09-06,SKU048,雑貨,27,3309,0,344,0,Saturday,9,89343,38.3,40.6
2025-09-07,SKU048,雑貨,37,3309,0,1652,0,Sunday,9,122433,36.0,40.4
2025-09-08,SKU048,雑貨,46,3309,15,1687,1,Monday,9,129381,34.3,40.7
2025-09-09,SKU048,雑貨,23,3309,0,0,0,Tuesday,9,76107,34.4,40.8
2025-09-10,SKU048,雑貨,32,3309,0,277,0,Wednesday,9,105888,34.0,40.3
2025-09-11,SKU048,雑貨,17,3309,0,0,0,Thursday,9,56253,32.6,40.2
2025-09-12,SKU048,雑貨,28,3309,0,0,0,Friday,9,92652,30.6,39.1
2025-09-13,SKU048,雑貨,44,3309,0,617,0,Saturday,9,145596,30.0,38.7
2025-09-14,SKU048,雑貨,34,3309,0,0,0,Sunday,9,112506,32.4,38.8
2025-09-15,SKU048,雑貨,36,3309,0,0,0,Monday,9,119124,32.0,38.7
2025-09-16,SKU048,雑貨,43,3309,0,0,1,Tuesday,9,142287,30.6,38.6
2025-09-17,SKU048,雑貨,33,3309,0,0,0,Wednesday,9,109197,33.4,38.7
2025-09-18,SKU048,雑貨,42,3309,10,2622,0,Thursday,9,125080,33.6,38.4
2025-09-19,SKU048,雑貨,33,3309,0,354,1,Friday,9,109197,37.1,38.2
2025-09-20,SKU048,雑貨,42,3309,0,0,0,Saturday,9,138978,37.9,38.1
2025-09-21,SKU048,雑貨,53,3309,0,0,0,Sunday,9,175377,37.6,38.1
2025-09-22,SKU048,雑貨,26,3309,0,6464,0,Monday,9,86034,40.3,38.5
2025-09-23,SKU048,雑貨,43,3309,0,36,1,Tuesday,9,142287,38.9,37.7
2025-09-24,SKU048,雑貨,24,3309,0,0,0,Wednesday,9,79416,38.9,37.2
2025-09-25,SKU048,雑貨,36,3309,0,0,1,Thursday,9,119124,37.6,36.5
2025-09-26,SKU048,雑貨,31,3309,0,9813,0,Friday,9,102579,36.7,36.4
2025-09-27,SKU048,雑貨,37,3309,0,0,0,Saturday,9,122433,36.4,36.0
2025-09-28,SKU048,雑貨,45,3309,0,0,0,Sunday,9,148905,35.7,36.4
2025-09-29,SKU048,雑貨,35,3309,0,3173,1,Monday,9,115815,34.6,36.0
2025-09-30,SKU048,雑貨,40,3309,0,0,0,Tuesday,9,132360,35.9,35.7
2025-10-01,SKU048,雑貨,30,3309,5,0,0,Wednesday,10,94306,35.4,35.4
2025-10-02,SKU048,雑貨,25,3309,0,902,0,Thursday,10,82725,36.3,34.9
2025-10-03,SKU048,雑貨,28,3309,0,0,0,Friday,10,92652,34.7,34.9
2025-10-04,SKU048,雑貨,66,3309,0,0,1,Saturday,10,218394,34.3,34.4
2025-10-05,SKU048,雑貨,38,3309,5,0,0,Sunday,10,119454,38.4,35.6
2025-10-06,SKU048,雑貨,40,3309,5,0,1,Monday,10,125742,37.4,35.8
2025-10-07,SKU048,雑貨,31,3309,0,0,0,Tuesday,10,102579,38.1,36.2
2025-10-08,SKU048,雑貨,40,3309,0,2846,1,Wednesday,10,132360,36.9,36.0
2025-10-09,SKU048,雑貨,38,3309,0,0,0,Thursday,10,125742,38.3,35.8
2025-10-10,SKU048,雑貨,32,3309,0,11620,0,Friday,10,105888,40.1,36.3
2025-10-11,SKU048,雑貨,52,3309,0,0,1,Saturday,10,172068,40.7,36.3
2025-10-12,SKU048,雑貨,56,3309,0,385,1,Sunday,10,185304,38.7,37.5
2025-10-13,SKU048,雑貨,31,3309,0,0,0,Monday,10,102579,41.3,38.4
2025-10-14,SKU048,雑貨,8,3309,0,329,0,Tuesday,10,26472,40.0,38.0
2025-10-15,SKU048,雑貨,30,3309,5,0,0,Wednesday,10,94306,36.7,37.1
2025-10-16,SKU048,雑貨,30,3309,5,0,0,Thursday,10,94306,35.3,36.9
2025-10-17,SKU048,雑貨,29,3309,0,1876,0,Friday,10,95961,34.1,36.5
2025-10-18,SKU048,雑貨,41,3309,5,624,0,Saturday,10,128885,33.7,36.4
2025-10-19,SKU048,雑貨,47,3309,0,0,0,Sunday,10,155523,32.1,36.3
2025-10-20,SKU048,雑貨,38,3309,15,0,0,Monday,10,106880,30.9,36.8
2025-10-21,SKU048,雑貨,34,3309,0,2580,0,Tuesday,10,112506,31.9,36.7
2025-10-22,SKU048,雑貨,29,3309,5,0,0,Wednesday,10,91162,35.6,36.0
2025-10-23,SKU048,雑貨,32,3309,0,0,0,Thursday,10,105888,35.4,36.1
2025-10-24,SKU048,雑貨,32,3309,0,0,0,Friday,10,105888,35.7,35.8
2025-10-25,SKU048,雑貨,38,3309,0,0,0,Saturday,10,125742,36.1,36.0
2025-10-26,SKU048,雑貨,55,3309,20,0,0,Sunday,10,145596,35.7,36.1
2025-10-27,SKU048,雑貨,35,3309,15,5189,0,Monday,10,98442,36.9,36.9
2025-10-28,SKU048,雑貨,30,3309,0,0,0,Tuesday,10,99270,36.4,36.8
2025-10-29,SKU048,雑貨,48,3309,20,969,0,Wednesday,10,127065,35.9,36.3
2025-10-30,SKU048,雑貨,21,3309,0,0,0,Thursday,10,69489,38.6,36.8
2025-10-31,SKU048,雑貨,55,3309,20,3794,1,Friday,10,145596,37.0,36.1
2025-11-01,SKU048,雑貨,66,3309,0,2566,1,Saturday,11,218394,40.3,37.0
2025-11-02,SKU048,雑貨,37,3309,0,0,0,Sunday,11,122433,44.3,38.3
2025-11-03,SKU048,雑貨,31,3309,0,154,0,Monday,11,102579,41.7,38.6
2025-11-04,SKU048,雑貨,32,3309,0,0,0,Tuesday,11,105888,41.1,37.5
2025-11-05,SKU048,雑貨,58,3309,0,747,1,Wednesday,11,191922,41.4,37.3
2025-11-06,SKU048,雑貨,36,3309,0,1647,0,Thursday,11,119124,42.9,37.9
2025-11-07,SKU048,雑貨,35,3309,0,0,0,Friday,11,115815,45.0,38.0
2025-11-08,SKU048,雑貨,47,3309,0,1815,0,Saturday,11,155523,42.1,37.9
2025-11-09,SKU048,雑貨,42,3309,5,0,0,Sunday,11,132029,39.4,38.2
2025-11-10,SKU048,雑貨,49,3309,0,0,1,Monday,11,162141,40.1,38.5
2025-11-11,SKU048,雑貨,41,3309,0,1212,0,Tuesday,11,135669,42.7,38.4
2025-11-12,SKU048,雑貨,34,3309,0,0,0,Wednesday,11,112506,44.0,37.9
2025-11-13,SKU048,雑貨,24,3309,0,0,0,Thursday,11,79416,40.6,38.0
2025-11-14,SKU048,雑貨,25,3309,5,0,0,Friday,11,78588,38.9,38.5
2025-11-15,SKU048,雑貨,45,3309,0,0,0,Saturday,11,148905,37.4,38.4
2025-11-16,SKU048,雑貨,33,3309,0,502,0,Sunday,11,109197,37.1,38.9
2025-11-17,SKU048,雑貨,40,3309,0,293,0,Monday,11,132360,35.9,39.0
2025-11-18,SKU048,雑貨,21,3309,0,0,0,Tuesday,11,69489,34.6,39.0
2025-11-19,SKU048,雑貨,35,3309,0,5270,0,Wednesday,11,115815,31.7,38.1
2025-11-20,SKU048,雑貨,36,3309,15,0,0,Thursday,11,101255,31.9,38.0
2025-11-21,SKU048,雑貨,34,3309,5,0,0,Friday,11,106880,33.6,38.1
2025-11-22,SKU048,雑貨,39,3309,0,0,0,Saturday,11,129051,34.9,38.2
2025-11-23,SKU048,雑貨,43,3309,0,1896,0,Sunday,11,142287,34.0,38.5
2025-11-24,SKU048,雑貨,39,3309,10,4783,0,Monday,11,116145,35.4,38.8
2025-11-25,SKU048,雑貨,40,3309,0,1039,0,Tuesday,11,132360,35.3,38.9
2025-11-26,SKU048,雑貨,33,3309,0,0,0,Wednesday,11,109197,38.0,38.4
2025-11-27,SKU048,雑貨,30,3309,15,0,0,Thursday,11,84379,37.7,38.3
2025-11-28,SKU048,雑貨,25,3309,0,0,0,Friday,11,82725,36.9,38.3
2025-11-29,SKU048,雑貨,58,3309,0,0,0,Saturday,11,191922,35.6,37.5
2025-11-30,SKU048,雑貨,64,3309,0,0,1,Sunday,11,211776,38.3,38.8
2025-12-01,SKU048,雑貨,45,3309,5,704,1,Monday,12,141459,41.3,39.1
2025-12-02,SKU048,雑貨,49,3309,20,1491,0,Tuesday,12,129712,42.1,38.4
2025-12-03,SKU048,雑貨,37,3309,30,0,0,Wednesday,12,85703,43.4,38.8
2025-12-04,SKU048,雑貨,37,3309,10,0,0,Thursday,12,110189,44.0,39.0
2025-12-05,SKU048,雑貨,37,3309,0,0,0,Friday,12,122433,45.0,39.1
2025-12-06,SKU048,雑貨,50,3309,0,0,0,Saturday,12,165450,46.7,38.4
2025-12-07,SKU048,雑貨,56,3309,0,0,0,Sunday,12,185304,45.6,38.9
2025-12-08,SKU048,雑貨,33,3309,0,2856,0,Monday,12,109197,44.4,39.6
2025-12-09,SKU048,雑貨,36,3309,0,0,0,Tuesday,12,119124,42.7,39.1
2025-12-10,SKU048,雑貨,49,3309,0,0,1,Wednesday,12,162141,40.9,38.9
2025-12-11,SKU048,雑貨,43,3309,0,427,0,Thursday,12,142287,42.6,38.9
2025-12-12,SKU048,雑貨,56,3309,0,2738,1,Friday,12,185304,43.4,39.0
2025-12-13,SKU048,雑貨,57,3309,5,0,0,Saturday,12,179182,46.1,39.7
2025-12-14,SKU048,雑貨,49,3309,10,73,0,Sunday,12,145926,47.1,40.8
2025-12-15,SKU048,雑貨,32,3309,0,0,0,Monday,12,105888,46.1,41.6
2025-12-16,SKU048,雑貨,38,3309,0,932,0,Tuesday,12,125742,46.0,41.2
2025-12-17,SKU048,雑貨,38,3309,5,0,0,Wednesday,12,119454,46.3,41.4
2025-12-18,SKU048,雑貨,39,3309,0,0,0,Thursday,12,129051,44.7,41.3
2025-12-19,SKU048,雑貨,41,3309,0,364,0,Friday,12,135669,44.1,41.9
2025-12-20,SKU048,雑貨,64,3309,0,0,0,Saturday,12,211776,42.0,42.1
2025-12-21,SKU048,雑貨,40,3309,0,0,0,Sunday,12,132360,43.0,43.0
2025-12-22,SKU048,雑貨,32,3309,0,6708,0,Monday,12,105888,41.7,43.2
2025-12-23,SKU048,雑貨,58,3309,10,1388,1,Tuesday,12,172729,41.7,43.0
2025-12-24,SKU048,雑貨,34,3309,20,0,0,Wednesday,12,90004,44.6,43.5
2025-12-25,SKU048,雑貨,38,3309,0,0,0,Thursday,12,125742,44.0,43.3
2025-12-26,SKU048,雑貨,26,3309,0,596,0,Friday,12,86034,43.9,43.3
2025-12-27,SKU048,雑貨,60,3309,10,0,0,Saturday,12,178686,41.7,43.0
2025-12-28,SKU048,雑貨,51,3309,0,0,0,Sunday,12,168759,41.1,44.0
2025-12-29,SKU048,雑貨,49,3309,0,0,0,Monday,12,162141,42.7,44.9
2025-12-30,SKU048,雑貨,34,3309,0,0,0,Tuesday,12,112506,45.1,44.6
2025-12-31,SKU048,雑貨,40,3309,15,2441,0,Wednesday,12,112506,41.7,43.6
2026-01-01,SKU048,雑貨,58,3309,0,0,1,Thursday,1,191922,42.6,43.4
2026-01-02,SKU048,雑貨,43,3309,0,62,0,Friday,1,142287,45.4,43.7
2026-01-03,SKU048,雑貨,51,3309,0,0,0,Saturday,1,168759,47.9,43.9
2026-01-04,SKU048,雑貨,52,3309,0,0,0,Sunday,1,172068,46.6,44.4
2026-01-05,SKU048,雑貨,28,3309,0,7289,0,Monday,1,92652,46.7,44.9
2026-01-06,SKU048,雑貨,54,3309,15,1960,0,Tuesday,1,151883,43.7,44.2
2026-01-07,SKU048,雑貨,74,3309,0,0,1,Wednesday,1,244866,46.6,44.1
2026-01-08,SKU048,雑貨,51,3309,0,280,0,Thursday,1,168759,51.4,45.5
2026-01-09,SKU048,雑貨,36,3309,0,0,0,Friday,1,119124,50.4,46.0
2026-01-10,SKU048,雑貨,51,3309,0,928,0,Saturday,1,168759,49.4,45.5
2026-01-11,SKU048,雑貨,55,3309,0,0,0,Sunday,1,181995,49.4,45.8
2026-01-12,SKU048,雑貨,60,3309,0,0,0,Monday,1,198540,49.9,45.8
2026-01-13,SKU048,雑貨,60,3309,0,20873,1,Tuesday,1,198540,54.4,45.9
2026-01-14,SKU048,雑貨,43,3309,5,6680,0,Wednesday,1,135172,55.3,46.2
2026-01-15,SKU048,雑貨,40,3309,0,0,0,Thursday,1,132360,50.9,46.6
2026-01-16,SKU048,雑貨,47,3309,0,0,0,Friday,1,155523,49.3,46.7
2026-01-17,SKU048,雑貨,50,3309,15,0,0,Saturday,1,140632,50.9,47.0
2026-01-18,SKU048,雑貨,55,3309,0,129,0,Sunday,1,181995,50.7,47.3
2026-01-19,SKU048,雑貨,59,3309,0,3478,1,Monday,1,195231,50.7,47.8
2026-01-20,SKU048,雑貨,44,3309,0,702,0,Tuesday,1,145596,50.6,47.6
2026-01-21,SKU048,雑貨,50,3309,0,981,0,Wednesday,1,165450,48.3,47.8
2026-01-22,SKU048,雑貨,66,3309,0,0,1,Thursday,1,218394,49.3,48.4
2026-01-23,SKU048,雑貨,59,3309,10,0,1,Friday,1,175707,53.0,48.6
2026-01-24,SKU048,雑貨,58,3309,0,0,0,Saturday,1,191922,54.7,49.5
2026-01-25,SKU048,雑貨,69,3309,0,0,0,Sunday,1,228321,55.9,50.1
2026-01-26,SKU048,雑貨,31,3309,0,892,0,Monday,1,102579,57.9,51.6
2026-01-27,SKU048,雑貨,54,3309,0,554,0,Tuesday,1,178686,53.9,50.6
2026-01-28,SKU048,雑貨,43,3309,5,8905,0,Wednesday,1,135172,55.3,50.7
2026-01-29,SKU048,雑貨,43,3309,20,0,0,Thursday,1,113829,54.3,50.5
2026-01-30,SKU048,雑貨,53,3309,0,0,0,Friday,1,175377,51.0,50.8
2026-01-31,SKU048,雑貨,61,3309,0,0,0,Saturday,1,201849,50.1,51.2
2026-02-01,SKU048,雑貨,66,3309,0,0,0,Sunday,2,218394,50.6,51.3
2026-02-02,SKU048,雑貨,54,3309,0,0,0,Monday,2,178686,50.1,52.1
2026-02-03,SKU048,雑貨,44,3309,0,1118,0,Tuesday,2,145596,53.4,52.2
2026-02-04,SKU048,雑貨,48,3309,0,0,0,Wednesday,2,158832,52.0,51.9
2026-02-05,SKU048,雑貨,49,3309,0,2485,0,Thursday,2,162141,52.7,52.6
2026-02-06,SKU048,雑貨,43,3309,0,0,0,Friday,2,142287,53.6,52.4
2026-02-07,SKU048,雑貨,75,3309,10,0,0,Saturday,2,223357,52.1,51.4
2026-02-08,SKU048,雑貨,89,3309,0,750,1,Sunday,2,294501,54.1,52.2
2026-02-09,SKU048,雑貨,53,3309,0,66,0,Monday,2,175377,57.4,54.0
2026-02-10,SKU048,雑貨,50,3309,0,0,0,Tuesday,2,165450,57.3,54.0
2026-02-11,SKU048,雑貨,64,3309,0,0,0,Wednesday,2,211776,58.1,53.9
2026-02-12,SKU048,雑貨,45,3309,0,0,0,Thursday,2,148905,60.4,54.0
2026-02-13,SKU048,雑貨,84,3309,0,0,1,Friday,2,277956,59.9,53.5
2026-02-14,SKU048,雑貨,65,3309,0,88,0,Saturday,2,215085,65.7,54.9
2026-02-15,SKU048,雑貨,130,3309,20,2080,1,Sunday,2,344136,64.3,55.7
2026-02-16,SKU048,雑貨,53,3309,0,0,0,Monday,2,175377,70.1,58.5
2026-02-17,SKU048,雑貨,42,3309,0,0,0,Tuesday,2,138978,70.1,58.6
2026-02-18,SKU048,雑貨,59,3309,0,135,0,Wednesday,2,195231,69.0,58.1
2026-02-19,SKU048,雑貨,44,3309,0,939,0,Thursday,2,145596,68.3,58.1
2026-02-20,SKU048,雑貨,57,3309,0,0,0,Friday,2,188613,68.1,58.1
2026-02-21,SKU048,雑貨,94,3309,0,0,1,Saturday,2,311046,64.3,58.4
2026-02-22,SKU048,雑貨,65,3309,0,268,0,Sunday,2,215085,68.4,59.3
2026-02-23,SKU048,雑貨,48,3309,0,1128,0,Monday,2,158832,59.1,59.5
2026-02-24,SKU048,雑貨,86,3309,10,2396,1,Tuesday,2,256116,58.4,59.2
2026-02-25,SKU048,雑貨,53,3309,0,6422,0,Wednesday,2,175377,64.7,59.7
2026-02-26,SKU048,雑貨,72,3309,0,0,1,Thursday,2,238248,63.9,60.5
